詞條,定義,反義詞
美麗,形容比喻可以引起他人愉悅情感的。,醜
翁,姓。,婆
翁,姓。,姑
老,形容年紀大的。,媽媽
老,形容年紀大的。,老娘
老,形容年紀大的。,媽
老,形容年紀大的。,母
老,形容年紀大的。,母親
老,形容年紀大的。,阿媽
老,形容年紀大的。,娘
老,形容年紀大的。,少
老,形容年紀大的。,小
老,形容事物已經存在很久了。,新
老,形容事物已經存在很久了。,新興
老,形容事物已經存在很久了。,新
老,形容事物已經存在很久了。,新興
老,形容關係持續很久或以前曾經存在。,新
老,形容食材因生長過久或其他理由而口感不好。,嫩
老,形容食材因生長過久或其他理由而口感不好。,嫩
老,形容食物烹煮過度造成口感不好。,嫩
老,形容食物烹煮過度造成口感不好。,嫩
老,形容經驗豐富。,嫩
老,形容經驗豐富。,嫩
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,阿
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父親
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸爸
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爹
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,老子
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,老
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爺
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸爸
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,老子
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父親
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爹
老娘,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爺
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,阿媽
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,母
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,母親
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,媽媽
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,娘
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,媽
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,老娘
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,媽媽
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,阿媽
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,老娘
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,母
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,母親
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,媽
老子,子女對生育自己的男子的指稱，或指在家庭關係中扮演父親角色的男子。,娘
而後,表晚於現在或前述事件的時段。,前
而後,表晚於現在或前述事件的時段。,早
而後,表晚於現在或前述事件的時段。,前面
而後,表晚於現在或前述事件的時段。,過去
而後,表晚於現在或前述事件的時段。,過往
而後,表晚於現在或前述事件的時段。,早
而後,表晚於現在或前述事件的時段。,前
而後,表晚於現在或前述事件的時段。,前面
而後,表晚於現在或前述事件的時段。,過去
而後,表晚於現在或前述事件的時段。,過往
聖,形容極為崇高、受人景仰的。,凡
職業,形容以後述身份或工作為主要維生來源。,業餘
職業,形容以後述身份或工作為主要維生來源。,業餘
肇始,造成特定結果或引起另一件事情發生的條件。,果
肇始,造成特定結果或引起另一件事情發生的條件。,結果
肇始,造成特定結果或引起另一件事情發生的條件。,果
肇始,造成特定結果或引起另一件事情發生的條件。,結果
肥,形容體型比正常大或體重比正常重的。,瘦
肥,形容體型變大或體重變重的。,瘦
肥,形容體型變大或體重變重的。,瘦
肥,使身體特定部份肉變多。,瘦
肥,使身體特定部份肉變多。,消
肥,使身體特定部份肉變多。,瘦
肥,使身體特定部份肉變多。,消
肥,形容衣服尺寸比較大。,瘦
肥,形容衣服尺寸比較大。,瘦
肥,形容肉類食物油脂很多。,瘦
肥,形容肉類食物油脂很多。,瘦
肥,形容物體體積大而鼓起。,瘦
肥,形容物體體積大而鼓起。,瘦
肥,形容比喻食物熱量高。,瘦
肥,形容比喻食物熱量高。,瘦
肥,形容比喻財產多。,瘦
肥,形容比喻財產多。,扁
肥,形容比喻財產多。,瘦
肥,形容比喻財產多。,扁
肥,形容比喻財產增加。,瘦
肥,形容比喻財產增加。,餓
肥,形容比喻財產增加。,扁
肥,形容比喻財產增加。,飢
肥,形容比喻財產增加。,瘦
肥,形容比喻財產增加。,餓
肥,形容比喻財產增加。,扁
肥,形容比喻財產增加。,飢
肥,比喻使財產增加。,瘦
肥,比喻使財產增加。,餓
肥,比喻使財產增加。,扁
肥,比喻使財產增加。,瘦
肥,比喻使財產增加。,餓
肥,比喻使財產增加。,扁
肥,形容字體筆畫較粗的。,瘦
肥,形容字體筆畫較粗的。,瘦
肯,同意他人的要求。,不肯
背,人造物約定俗成朝下或朝後最不容易觀察到的面。,正
背,人造物約定俗成朝下或朝後最不容易觀察到的面。,前
背,人造物約定俗成朝下或朝後最不容易觀察到的面。,前面
背,人造物約定俗成朝下或朝後最不容易觀察到的面。,前面
背,人造物約定俗成朝下或朝後最不容易觀察到的面。,前
背,人造物約定俗成朝下或朝後最不容易觀察到的面。,正
背,形容運氣不好。,有幸
背,形容運氣不好。,塞
背,形容運氣不好。,賽
背,形容運氣不好。,屎
背,形容運氣不好。,有幸
背,形容運氣不好。,塞
背,形容運氣不好。,賽
背,形容運氣不好。,屎
胖,形容體型比正常大或體重比正常重的。,瘦
胖,形容體型比正常大或體重比正常重的。,瘦
胖,形容體型變大或體重變重的。,瘦
胖,形容體型變大或體重變重的。,瘦
胖,使身體特定部份肉變多。,瘦
胖,使身體特定部份肉變多。,消
胖,使身體特定部份肉變多。,瘦
胖,使身體特定部份肉變多。,消
胖,形容物體體積大而鼓起。,瘦
胖,形容物體體積大而鼓起。,瘦
胖,形容比喻食物熱量高。,瘦
胖,形容比喻食物熱量高。,瘦
能,表具備完成特定事件能力的。,不行
能,表具備完成特定事件能力的。,不能
能,表具備完成特定事件能力的。,不行
能,表具備完成特定事件能力的。,不能
能,表具備達到後述事件成立的條件。,不能
能,表具備達到後述事件成立的條件。,不能
能夠,表具備完成特定事件能力的。,不行
能夠,表具備完成特定事件能力的。,不能
能夠,表具備完成特定事件能力的。,不行
能夠,表具備完成特定事件能力的。,不能
能夠,表具備達到後述事件成立的條件。,不能
能夠,表具備達到後述事件成立的條件。,不能
脫,除去身體上的衣物、配件。,穿
脫,除去身體上的衣物、配件。,穿
脹,形容比喻財產多。,瘦
脹,形容比喻財產多。,扁
脹,形容比喻財產多。,瘦
脹,形容比喻財產多。,扁
脹,形容比喻財產增加。,瘦
脹,形容比喻財產增加。,餓
脹,形容比喻財產增加。,扁
脹,形容比喻財產增加。,飢
脹,形容比喻財產增加。,飢
脹,形容比喻財產增加。,
脹,形容比喻財產增加。,飢
脹,形容比喻財產增加。,瘦
脹,形容比喻財產增加。,飢
脹,形容比喻財產增加。,扁
脹,形容比喻財產增加。,餓
腫,形容體型比正常大或體重比正常重的。,瘦
腫,形容體型比正常大或體重比正常重的。,瘦
腫,形容體型比正常大或體重比正常重的。,瘦
臭,形容氣味難聞的。,香
臭,形容氣味難聞的。,香
臭,形容氣味難聞的。,香
舅,女子對丈夫的父親的指稱。,婆
舅,女子對丈夫的父親的指稱。,姑
舅,女子對丈夫的父親的指稱。,婆
舅,女子對丈夫的父親的指稱。,姑
興奮,形容比喻交易熱絡的。,淡
興奮,形容比喻交易熱絡的。,淡
舊,形容事物已經存在很久了。,新
舊,形容事物已經存在很久了。,新興
舊,形容事物已經存在很久了。,新
舊,形容事物已經存在很久了。,新興
舊,形容已經使用過或看起來像已經使用過的。,新
舊,形容已經使用過或看起來像已經使用過的。,新
舊,形容關係持續很久或以前曾經存在。,新
舒服,形容身體感到舒適暢快。,難過
舒服,形容身體感到舒適暢快。,差
舒服,形容身體感到舒適暢快。,壞
舒服,形容身體感到舒適暢快。,糟
舒服,形容身體感到舒適暢快。,難受
舒服,形容身體感到舒適暢快。,難受
舒適,形容身體感到舒適暢快。,難過
舒適,形容身體感到舒適暢快。,差
舒適,形容身體感到舒適暢快。,難受
舒適,形容身體感到舒適暢快。,難受
舒適,形容身體感到舒適暢快。,壞
舒適,形容身體感到舒適暢快。,糟
良,形容對特定對象的評價是正面的。,壞
良,形容對特定對象的評價是正面的。,差
良,形容對特定對象的評價是正面的。,柴
良,形容對特定對象的評價是正面的。,否
良,形容對特定對象的評價是正面的。,劣
良,形容對特定對象的評價是正面的。,菜
良,形容對特定對象的評價是正面的。,糟
良,形容對特定對象的評價是正面的。,遜
良,形容對特定對象的評價是正面的。,惡
良,形容對特定對象的評價是正面的。,不良
良,形容對特定對象的評價是正面的。,孬
良,形容對特定對象的評價是正面的。,差
良,形容對特定對象的評價是正面的。,劣
良,形容對特定對象的評價是正面的。,差
良,形容對特定對象的評價是正面的。,柴
良,形容對特定對象的評價是正面的。,不良
良,形容對特定對象的評價是正面的。,孬
良,形容對特定對象的評價是正面的。,菜
良,形容對特定對象的評價是正面的。,壞
良,形容對特定對象的評價是正面的。,否
良,形容對特定對象的評價是正面的。,劣
良,形容對特定對象的評價是正面的。,糟
良,形容對特定對象的評價是正面的。,惡
良,形容對特定對象的評價是正面的。,遜
良好,形容對特定對象的評價是正面的。,壞
良好,形容對特定對象的評價是正面的。,差
良好,形容對特定對象的評價是正面的。,柴
良好,形容對特定對象的評價是正面的。,否
良好,形容對特定對象的評價是正面的。,劣
良好,形容對特定對象的評價是正面的。,菜
良好,形容對特定對象的評價是正面的。,糟
良好,形容對特定對象的評價是正面的。,惡
良好,形容對特定對象的評價是正面的。,不良
良好,形容對特定對象的評價是正面的。,孬
良好,形容對特定對象的評價是正面的。,遜
良好,形容對特定對象的評價是正面的。,差
良好,形容對特定對象的評價是正面的。,劣
良好,形容對特定對象的評價是正面的。,差
良好,形容對特定對象的評價是正面的。,柴
良好,形容對特定對象的評價是正面的。,不良
良好,形容對特定對象的評價是正面的。,孬
良好,形容對特定對象的評價是正面的。,壞
良好,形容對特定對象的評價是正面的。,否
良好,形容對特定對象的評價是正面的。,菜
良好,形容對特定對象的評價是正面的。,劣
良好,形容對特定對象的評價是正面的。,糟
良好,形容對特定對象的評價是正面的。,惡
良好,形容對特定對象的評價是正面的。,遜
良性,形容有好的影響的。,惡性
良性,形容有好的影響的。,惡性
良性,形容不會立刻危害身體健康的。,惡性
良性,形容不會立刻危害身體健康的。,惡性
花,形容顏色混雜交錯的。,素
花,形容顏色混雜交錯的。,素
茫,形容比喻對認知的內容模糊不明確的。,清楚
茫,形容比喻對認知的內容模糊不明確的。,清清楚楚
茫,形容比喻對認知的內容模糊不明確的。,清
茫,形容比喻對認知的內容模糊不明確的。,明
茫,形容比喻對認知的內容模糊不明確的。,清晰
茫,形容比喻對認知的內容模糊不明確的。,清楚
茫,形容比喻對認知的內容模糊不明確的。,清清楚楚
茫,形容比喻對認知的內容模糊不明確的。,清
茫,形容比喻對認知的內容模糊不明確的。,清晰
茫,形容比喻對認知的內容模糊不明確的。,明
草,形容字跡不容易辨識。,正
草,形容字跡不容易辨識。,正
莫及,表前述事件從時效上來看已經太晚而無法挽回了。,來得及
莫及,表前述事件從時效上來看已經太晚而無法挽回了。,來得及
菜,形容對特定對象的評價是負面的。,不錯
菜,形容對特定對象的評價是負面的。,好
菜,形容對特定對象的評價是負面的。,佳
菜,形容對特定對象的評價是負面的。,良好
菜,形容對特定對象的評價是負面的。,嘉
菜,形容對特定對象的評價是負面的。,優
菜,形容對特定對象的評價是負面的。,良
菜,形容對特定對象的評價是負面的。,佳
菜,形容對特定對象的評價是負面的。,好
菜,形容對特定對象的評價是負面的。,良
菜,形容對特定對象的評價是負面的。,不錯
菜,形容對特定對象的評價是負面的。,良好
菜,形容對特定對象的評價是負面的。,嘉
菜,形容對特定對象的評價是負面的。,優
落,數量或數目減少。,上升
落,數量或數目減少。,上昇
落,數量或數目減少。,升
落,數量或數目減少。,增高
落,數量或數目減少。,升級
落,數量或數目減少。,增長
落,數量或數目減少。,提高
落,數量或數目減少。,上升
落,數量或數目減少。,上昇
落,數量或數目減少。,增高
落,數量或數目減少。,增長
落,數量或數目減少。,上升
落,數量或數目減少。,上昇
落,數量或數目減少。,升
落,數量或數目減少。,提高
落,數量或數目減少。,增高
落,數量或數目減少。,升級
落,數量或數目減少。,增長
落,比喻處於較低的水準，比不上他人。,領先
落,比喻處於較低的水準，比不上他人。,領先
落,比喻處於較低的水準，比不上他人。,領先
落後,行進時在隊伍的最後面。,領先
落後,行進時在隊伍的最後面。,領先
落後,比喻處於較低的水準，比不上他人。,領先
落後,比喻處於較低的水準，比不上他人。,領先
落敗,形容在競爭中被打敗。,克
落敗,形容在競爭中被打敗。,勝
落敗,形容在競爭中被打敗。,勝
落敗,形容在競爭中被打敗。,取勝
落敗,形容在競爭中被打敗。,敗
落敗,形容在競爭中被打敗。,捷
落敗,形容在競爭中被打敗。,取勝
著手,從事件的起始點進行。,結
著手,從事件的起始點進行。,結束
著手,從事件的起始點進行。,結束
著手,從事件的起始點進行。,結
著重,看重並強調後述對象。,輕
著重,看重並強調後述對象。,薄
著重,看重並強調後述對象。,薄
著重,看重並強調後述對象。,輕
葷,形容包括蔥、蒜、韭與其他非蔬菜、水果的食物的。,素
葷,形容包括蔥、蒜、韭與其他非蔬菜、水果的食物的。,素
薄,形容物體表面和底面間隔長度較小的。,厚
薄,形容物體表面和底面間隔長度較小的。,厚
薄,形容量少且稀疏的。,濃
薄,形容量少且稀疏的。,濃
薄,形容氣味不濃郁的。,厚
薄,形容氣味不濃郁的。,濃
薄,形容氣味不濃郁的。,濃
薄,形容氣味不濃郁的。,厚
薄,形容音色微弱。,厚
薄,形容音色微弱。,厚
薄,不重視後述對象。,重
薄,不重視後述對象。,厚
薄,不重視後述對象。,重視
薄,不重視後述對象。,注重
薄,不重視後述對象。,偏
薄,不重視後述對象。,著重
薄,不重視後述對象。,重視
薄,不重視後述對象。,厚
薄,不重視後述對象。,偏
薄,不重視後述對象。,著重
薄,不重視後述對象。,重視
薄,不重視後述對象。,注重
薄,不重視後述對象。,重
藍蛆,指稱政治立場偏向藍營的鄉民。,綠吱
藍蛆,指稱政治立場偏向藍營的鄉民。,吱吱
藍蛆,指稱政治立場偏向藍營的鄉民。,綠吱
藍蛆,指稱政治立場偏向藍營的鄉民。,吱吱
虛,形容結構不緊實，有許多空隙。,實
虛,形容結構不緊實，有許多空隙。,實
虛,形容結構不緊實，有許多空隙。,旺
虛,形容體力或身體狀況差的。,強
虛,形容體力或身體狀況差的。,強
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,真
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,實
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,真實
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,真
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,真實
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,實
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,真
虛,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,真實
虛,形容事物不具有實體概念的。,實
虛,形容事物不具有實體概念的。,實
虛,中國天文學的星宿，為北方玄武之一。,旺
虧,形容眼睛所看到的月亮外形有缺口不呈圓形。,盈
虧,經濟活動中損失後述金錢。,盈
虧,經濟活動中損失後述金錢。,盈
虧,形容經濟活動中支出多於收入的。,盈
蛆蛆,指稱政治立場偏向藍營的鄉民。,吱吱
蛆蛆,指稱政治立場偏向藍營的鄉民。,綠吱
蛆蛆,指稱政治立場偏向藍營的鄉民。,吱吱
蛆蛆,指稱政治立場偏向藍營的鄉民。,綠吱
行,形容表示同意或允許。,不行
行,形容表示同意或允許。,不行
行,表具備完成特定事件能力的。,不行
行,表具備完成特定事件能力的。,不能
行,表具備完成特定事件能力的。,不行
行,表具備完成特定事件能力的。,不能
衰,形容少而不熱烈。,烈
衰,形容少而不熱烈。,旺
衰,形容少而不熱烈。,怒
衰,形容少而不熱烈。,盛
衰,形容少而不熱烈。,烈
衰,形容少而不熱烈。,旺
衰,形容少而不熱烈。,盛
衰,形容少而不熱烈。,怒
衰,形容狀態處在負面發展的。,盛
衰,形容狀態處在負面發展的。,盛
衰,形容狀態處在負面發展的。,勃
衰,形容狀態處在負面發展的。,炙
衰,形容狀態處在負面發展的。,熾
衰,形容體力或身體狀況差的。,強
衰,形容運氣不好。,有幸
衰,形容運氣不好。,賽
衰,形容運氣不好。,塞
衰,形容運氣不好。,屎
衰,形容運氣不好。,賽
衰,形容運氣不好。,塞
衰,形容運氣不好。,有幸
衰,形容運氣不好。,屎
裏,事物內部不屬於表面的範圍。,外面
裏,事物內部不屬於表面的範圍。,外
裏,事物內部不屬於表面的範圍。,外
裏,事物內部不屬於表面的範圍。,以外
裏,事物內部不屬於表面的範圍。,以外
裏,事物內部不屬於表面的範圍。,之外
裏,事物內部不屬於表面的範圍。,之外
裏,事物內部不屬於表面的範圍。,外面
裏,事物內部不屬於表面的範圍。,外面
裏,事物內部不屬於表面的範圍。,外面
裏,在前述對象所包含的空間範圍。,外
裏,在前述對象所包含的空間範圍。,以外
裏,在前述對象所包含的空間範圍。,之外
裏,在前述對象所包含的空間範圍。,外面
裏,在前述對象所包含的空間範圍。,以外
裏,在前述對象所包含的空間範圍。,之外
裏,在前述對象所包含的空間範圍。,外
裏,在前述對象所包含的空間範圍。,外面
裏,在前述的機構或領域範圍。,外
裏,在前述的機構或領域範圍。,以外
裏,在前述的機構或領域範圍。,之外
裏,在前述的機構或領域範圍。,外面
裏,在前述的機構或領域範圍。,以外
裏,在前述的機構或領域範圍。,之外
裏,在前述的機構或領域範圍。,外
裏,在前述的機構或領域範圍。,外面
裡,事物內部不屬於表面的範圍。,外面
裡,事物內部不屬於表面的範圍。,外面
裡,在前述對象所包含的空間範圍。,外
裡,在前述對象所包含的空間範圍。,以外
裡,在前述對象所包含的空間範圍。,之外
裡,在前述對象所包含的空間範圍。,外面
裡,在前述對象所包含的空間範圍。,以外
裡,在前述對象所包含的空間範圍。,之外
裡,在前述對象所包含的空間範圍。,外
裡,在前述對象所包含的空間範圍。,外面
裡,在前述的機構或領域範圍。,外
裡,在前述的機構或領域範圍。,以外
裡,在前述的機構或領域範圍。,之外
裡,在前述的機構或領域範圍。,外面
裡,在前述的機構或領域範圍。,以外
裡,在前述的機構或領域範圍。,之外
裡,在前述的機構或領域範圍。,外
裡,在前述的機構或領域範圍。,外面
裡面,事物內部不屬於表面的範圍。,外面
裡面,事物內部不屬於表面的範圍。,外面
裡面,在前述對象所包含的空間範圍。,外
裡面,在前述對象所包含的空間範圍。,以外
裡面,在前述對象所包含的空間範圍。,之外
裡面,在前述對象所包含的空間範圍。,外面
裡面,在前述對象所包含的空間範圍。,外
裡面,在前述對象所包含的空間範圍。,以外
裡面,在前述對象所包含的空間範圍。,之外
裡面,在前述對象所包含的空間範圍。,外面
裡面,在前述的機構或領域範圍。,外
裡面,在前述的機構或領域範圍。,之外
裡面,在前述的機構或領域範圍。,以外
裡面,在前述的機構或領域範圍。,外面
裡面,在前述的機構或領域範圍。,外
裡面,在前述的機構或領域範圍。,以外
裡面,在前述的機構或領域範圍。,之外
裡面,在前述的機構或領域範圍。,外面
裡面,形容比預期中的位置更往內的。,出來
裡面,形容比預期中的位置更往內的。,出去
裡面,形容比預期中的位置更往內的。,外面
裡面,形容比預期中的位置更往內的。,外面
裡面,形容比預期中的位置更往內的。,出去
裡面,形容比預期中的位置更往內的。,出來
裡頭,事物內部不屬於表面的範圍。,外面
裡頭,事物內部不屬於表面的範圍。,外面
裡頭,在前述對象所包含的空間範圍。,外
裡頭,在前述對象所包含的空間範圍。,外面
裡頭,在前述對象所包含的空間範圍。,以外
裡頭,在前述對象所包含的空間範圍。,之外
裡頭,在前述對象所包含的空間範圍。,外
裡頭,在前述對象所包含的空間範圍。,以外
裡頭,在前述對象所包含的空間範圍。,之外
裡頭,在前述對象所包含的空間範圍。,外面
裡頭,在前述的機構或領域範圍。,外
裡頭,在前述的機構或領域範圍。,外面
裡頭,在前述的機構或領域範圍。,以外
裡頭,在前述的機構或領域範圍。,之外
裡頭,在前述的機構或領域範圍。,外
裡頭,在前述的機構或領域範圍。,以外
裡頭,在前述的機構或領域範圍。,之外
裡頭,在前述的機構或領域範圍。,外面
複雜,形容結構複雜，較不容易掌握的。,簡單
複雜,形容結構複雜，較不容易掌握的。,簡
西,歐洲與美洲國家的通稱。,東
西,歐洲與美洲國家的通稱。,東方
西,歐洲與美洲國家的通稱。,東
西,歐洲與美洲國家的通稱。,東方
西,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東
西,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東方
西,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東
西,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東方
西式,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東方
西式,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東
西式,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東
西式,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東方
西方,歐洲與美洲國家的通稱。,東
西方,歐洲與美洲國家的通稱。,東方
西方,歐洲與美洲國家的通稱。,東
西方,歐洲與美洲國家的通稱。,東方
西方,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東
西方,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東方
西方,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東
西方,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。,東方
要,表心中存有完成後述事件的願望。,不要
要,表心中存有完成後述事件的願望。,不要
要,形容在相關對象中意義重大的。,輕
要,形容在相關對象中意義重大的。,輕
許,允許後述事件發生。,不許
認,做出後述事件成立的陳述。,否認
負,形容對特定對象有不好的影響。,正
負,形容對特定對象有不好的影響。,正
負,形容比零小的。,正
負,形容比零小的。,正
負,比零小的數目。,正
負,比零小的數目。,正
負,用來表示數目比零小的數學符號。,正
負,用來表示數目比零小的數學符號。,正
負,形容電子聚集多的、帶負電的。,正
負,形容電子聚集多的、帶負電的。,陽
負,形容電子聚集多的、帶負電的。,正
負,形容電子聚集多的、帶負電的。,陽
負面,形容對特定對象有不好的影響。,正
負面,形容對特定對象有不好的影響。,正
貧,形容缺乏金錢，生活有困難的。,富
貧,形容缺乏金錢，生活有困難的。,富
貧,形容缺乏金錢，生活有困難的。,麥克
貧,形容不豐富的。,富
貧,形容不豐富的。,富
貴,形容價格高的。,賤
貴,形容價格高的。,便宜
貴,形容價格高的。,便宜
貴,形容價格高的。,賤
貴,形容價格變高的。,便宜
貴,形容價格變高的。,便宜
貴,形容地位崇高的。,賤
貴,形容地位崇高的。,賤
買方,買賣行為中以金錢換得貨物的一方。,賣方
買方,買賣行為中以金錢換得貨物的一方。,賣方
貼,經濟活動中損失後述金錢。,盈
貼,經濟活動中損失後述金錢。,盈
賃,限期借他人的物品使用，並支付費用。,出租
賃,限期借他人的物品使用，並支付費用。,租
賃,限期借他人的物品使用，並支付費用。,出租
賃,限期借他人的物品使用，並支付費用。,租
賃,限期借他人的物品使用，並支付費用。,租
賃,限期借他人的物品使用，並支付費用。,出租
賃,將東西限期借給別人使用，以收取費用。,租
賃,將東西限期借給別人使用，以收取費用。,承租
賃,將東西限期借給別人使用，以收取費用。,租
賃,將東西限期借給別人使用，以收取費用。,承租
賃,將東西限期借給別人使用，以收取費用。,承租
賃,將東西限期借給別人使用，以收取費用。,租
賠,因承擔責任而補償他人的損失。,賺
賠,因承擔責任而補償他人的損失。,賺
賠,損失資本。,賺
賠,在競爭中因失敗而給贏的一方代價。,贏
賠,在競爭中因失敗而給贏的一方代價。,贏
賣方,買賣行為中以貨物換得金錢的一方。,買方
賣方,買賣行為中以貨物換得金錢的一方。,買方
賤,形容價格低的。,貴
賤,形容價格低的。,昂
賤,形容價格低的。,昂
賤,形容價格低的。,貴
賤,形容地位卑下的。,貴
賤,形容地位卑下的。,尊
賤,形容地位卑下的。,貴
賤,形容地位卑下的。,尊
賴,依靠其他對象而不能自己獨立。,獨立
賴,依靠其他對象而不能自己獨立。,獨立
賴,依靠其他對象而不能自己獨立。,獨立
賺,得到後述金錢。,賠
賺,比喻得到後述好處。,賠
賽,形容運氣不好。,有幸
賽,形容運氣不好。,賽
賽,形容運氣不好。,塞
賽,形容運氣不好。,屎
賽,形容運氣不好。,塞
賽,形容運氣不好。,賽
賽,形容運氣不好。,有幸
賽,形容運氣不好。,屎
賽,形容運氣好。,衰
賽,形容運氣好。,背
賽,形容運氣好。,不幸
賽,形容運氣好。,賽
賽,形容運氣好。,塞
賽,形容運氣好。,屎
賽,形容運氣好。,糞
賽,形容運氣好。,不幸
賽,形容運氣好。,糞
賽,形容運氣好。,衰
賽,形容運氣好。,塞
賽,形容運氣好。,賽
賽,形容運氣好。,背
賽,形容運氣好。,不幸
贏,在競爭中獲勝。,墨
贏,在競爭中獲勝。,北
贏,在競爭中獲勝。,失
贏,在競爭中獲勝。,折
贏,在競爭中獲勝。,失敗
贏,在競爭中獲勝。,敗
贏,在競爭中獲勝。,北
贏,在競爭中獲勝。,失
贏,在競爭中獲勝。,墨
贏,在競爭中獲勝。,折
贏,在競爭中因勝利而從輸的一方獲得報償。,輸
贏,在競爭中因勝利而從輸的一方獲得報償。,賠
贏,在競爭中因勝利而從輸的一方獲得報償。,搭
贏,在競爭中因勝利而從輸的一方獲得報償。,賠
贏,在競爭中因勝利而從輸的一方獲得報償。,搭
贏,在競爭中因勝利而從輸的一方獲得報償。,輸
走,比喻生物失去生命。,生存
走,比喻生物失去生命。,活
走,比喻生物失去生命。,生
走,比喻生物失去生命。,存
走,比喻生物失去生命。,昌
走,比喻生物失去生命。,生存
走,比喻生物失去生命。,生
走,比喻生物失去生命。,生存
走,比喻生物失去生命。,生
走,比喻生物失去生命。,昌
走,比喻生物失去生命。,存
走,比喻生物失去生命。,活
走,比喻透露不該讓他人知道的事。,祕
走,比喻透露不該讓他人知道的事。,祕
起,表示事件時間範圍的開始參考點。,止
起,表示事件時間範圍的開始參考點。,為止
起,表示事件時間範圍的開始參考點。,止
起,表示事件時間範圍的開始參考點。,為止
起,表示接近空間參考點的空間界限或空間範圍從特定參考點開始。,止
起,表示接近空間參考點的空間界限或空間範圍從特定參考點開始。,為止
起,特定物體往上移動。,伏
起,特定物體往上移動。,伏
起,形容特定線條向上高起。,伏
起,形容特定線條向上高起。,伏
起,比喻音量變大或音高變高。,伏
起,比喻音量變大或音高變高。,伏
起,比喻特定事件朝向正面發展。,伏
起,比喻特定事件朝向正面發展。,伏
起,比喻情緒高昂。,伏
起,比喻情緒高昂。,伏
趕不及,無法趕上預期的事件或時間。,趕得及
趕不及,無法趕上預期的事件或時間。,趕得及
趕得及,表趕上預期的事件或時間。,趕不及
